,year,team_id,team,conference,epa_rushing,epa_passing,epa_total,epa_allowed_rushing,epa_allowed_passing,epa_allowed_total,success_rate_passing_downs,success_rate_standard_downs,success_rate_total,success_rate_allowed_passing_downs,success_rate_allowed_standard_downs,success_rate_allowed_total,rushing_highlight_yards,rushing_open_field_yards,rushing_second_level_yards,rushing_line_yards,rushing_allowed_highlight_yards,rushing_allowed_open_field_yards,rushing_allowed_second_level_yards,rushing_allowed_line_yards,explosiveness,explosiveness_allowed,division,rating_srs,ranking_srs,elo,rating_sp,ranking_sp,fpi,resume_ranks,efficiencies,game_control,remaining_strength_of_schedule,strength_of_schedule,average_win_probability,fpi_resume,strength_of_record,special_teams,defense,offense,overall
UTSA,2025,2636,UTSA,AAC,0.147175765345653,0.22612782887746957,0.18902151432818504,0.10075777269214913,0.30187206502247865,0.19865814034526383,0.3133916484571624,0.4407760980370685,0.3961921914187769,0.29995844758729484,0.4463983226336486,0.3807466779627064,2.3716511888215077,1.6114926533261515,1.1051785927888356,2.9817067357786216,1.8147100211109564,1.1325871864762065,0.9774374649881358,2.8412491659455372,1.0991727475150912,0.9817278008531235,,-2.9,83,1494,0.2,68,-2.731,game_control=65 remaining_strength_of_schedule=81 strength_of_schedule=52 average_win_probability=81 fpi=76 strength_of_record=76,special_teams=33.322 defense=50.568 offense=50.897 overall=47.101,65,81,52,81,76,76,33.322,50.568,50.897,47.101
Virginia,2025,258,Virginia,ACC,0.17607459986343366,0.36719107205143114,0.2796925037951916,0.12803242787144606,0.27449544852529223,0.1970253113511029,0.3605618161579365,0.49612427377200824,0.48129148401612487,0.29826993046466677,0.4869327810749872,0.4259195937154735,1.9949837048408092,1.264761013294361,1.0721804324607416,3.1195648631980184,1.868061277958909,1.1475523129115746,1.0566881056047046,2.9299121467344613,1.0173759544688794,1.0040155330728024,,15.1,21,1576,8.7,42,8.686,game_control=23 remaining_strength_of_schedule=69 strength_of_schedule=100 average_win_probability=11 fpi=34 strength_of_record=39,special_teams=57.404 defense=53.109 offense=82.029 overall=76.668,23,69,100,11,34,39,57.404,53.109,82.029,76.668
Virginia Tech,2025,259,Virginia Tech,ACC,0.14003759968920998,0.197963647010632,0.17210865998683306,0.1446702581077254,0.4078542811563024,0.26293834862942206,0.2979394297496896,0.47213834195455673,0.42108574969216966,0.34081203410524913,0.48869724778274365,0.43772423676732547,2.088800818034966,1.3162338376794407,1.1547915576108012,3.045600760073108,1.9984880798392513,1.242489497584984,1.13385633037186,2.968503271869226,0.9812611244897159,1.0043634322246693,,-2.4,79,1457,-2.8,79,1.389,game_control=78 remaining_strength_of_schedule=41 strength_of_schedule=34 average_win_probability=95 fpi=65 strength_of_record=77,special_teams=42.633 defense=42.923 offense=49.306 overall=44.015,78,41,34,95,65,77,42.633,42.923,49.306,44.015
Washington,2025,264,Washington,B1G,0.14416841307564776,0.32288497523671766,0.24179408489379334,0.07578765257234425,0.2990343678135589,0.1796560949755344,0.339267123189567,0.49310075829853567,0.4683557946312633,0.30583928406816097,0.4946457939409672,0.4397498358383664,2.1432495830514955,1.3728457494014348,1.1616411183039834,2.974741484539888,1.7807982881657123,1.0898959824714052,1.0020471334520664,2.836941308540216,1.0216016090701998,0.9227623126674067,,17.1,15,1665,14.4,29,10.998,game_control=31 remaining_strength_of_schedule=32 strength_of_schedule=55 average_win_probability=26 fpi=26 strength_of_record=49,special_teams=60.157 defense=42.408 offense=86.434 overall=73.856,31,32,55,26,26,49,60.157,42.408,86.434,73.856
Western Michigan,2025,2711,Western Michigan,MAC,0.04289349064903347,0.11132661445558878,0.04235618357675977,0.12290092015674396,0.15281963623682282,0.12004154650985294,0.2664480211486506,0.42025768488141235,0.33875383638356904,0.29396349341389333,0.4866090195628676,0.41648724108027774,1.6665465089878766,1.0088437833114428,0.9496463473666019,2.726602144175538,2.0460531908452406,1.2779713377204442,1.1555332258004039,2.9420536080073183,0.9634312971702403,0.9742704580758056,,0.9,62,1255,-11,108,-9.986,game_control=101 remaining_strength_of_schedule=120 strength_of_schedule=73 average_win_probability=104 fpi=102 strength_of_record=93,special_teams=47.988 defense=61.863 offense=26.751 overall=41.039,101,120,73,104,102,93,47.988,61.863,26.751,41.039
Wisconsin,2025,275,Wisconsin,B1G,0.12959190598957146,0.1970435912557581,0.1568721973588617,0.053094530261095965,0.30486663729668123,0.16599142896496266,0.2845599408443236,0.4943297817059391,0.4375382986162097,0.3014500585252204,0.47074308844992,0.4199425829517342,1.7577735798751295,1.0528541489276804,1.0459509528939652,3.1319795560222836,1.695010639911963,1.0276793941737565,0.9546390211842088,2.7847607967553527,0.9712893003815626,0.9346937751236258,,-3.8,86,1543,3.9,61,3.396,game_control=95 remaining_strength_of_schedule=3 strength_of_schedule=19 average_win_probability=101 fpi=57 strength_of_record=74,special_teams=36.588 defense=62.341 offense=25.053 overall=36.35,95,3,19,101,57,74,36.588,62.341,25.053,36.35
Wyoming,2025,2751,Wyoming,MWC,0.0592183473124212,0.21963894032011472,0.10721346228500893,0.1458201750945536,0.20660230691134562,0.16898371438458573,0.2686180845535411,0.44714759117590397,0.3622669556211921,0.30379209302822596,0.49512236906470436,0.4384499436836613,1.8045669837665301,1.112310155786115,1.0158977009017636,2.784795175640537,2.124281976434993,1.331881105805485,1.2015942473913008,3.1605014497394395,0.9600728927638893,0.961882692535549,,-6.5,94,1326,-8.9,98,-10.111,game_control=102 remaining_strength_of_schedule=107 strength_of_schedule=82 average_win_probability=103 fpi=105 strength_of_record=89,special_teams=69.861 defense=48.856 offense=27.613 overall=38.874,102,107,82,103,105,89,69.861,48.856,27.613,38.874
San Diego State,2025,21,San Diego State,MWC,0.08153284294725188,0.1993042377347031,0.1126816589028397,0.03761892830392054,0.14293023416845752,0.06073618983858191,0.26928998084628997,0.44951815818198837,0.36696820398216773,0.26271840820583714,0.44639211213113056,0.37007450633862926,1.7269592499108717,1.0301482304089407,1.0197937468062475,2.9928518427262105,1.7478029612558679,1.0836575968797342,0.9645270512770826,2.8603817692959908,0.9222514655533596,0.9297776287511764,,2.1,57,1424,-0.8,73,-5.853,game_control=92 remaining_strength_of_schedule=101 strength_of_schedule=132 average_win_probability=60 fpi=84 strength_of_record=69,special_teams=66.774 defense=80.889 offense=21.317 overall=56.466,92,101,132,60,84,69,66.774,80.889,21.317,56.466
Utah,2025,254,Utah,B12,0.173297128424726,0.34482418644443913,0.2707159312095724,0.09916300984822794,0.17121094645273605,0.12352966209051772,0.36131009562702604,0.5361133146005453,0.5154697173442333,0.28397384724841224,0.4286853885650332,0.37125205554233415,1.9648260650471565,1.1824631025909875,1.1917678683082606,3.206736910714049,1.9479085569616152,1.2295565473977805,1.06310503267133,2.802916811766888,0.917891915987793,1.018224969796934,,16.1,18,1680,18.6,18,13.078,game_control=32 remaining_strength_of_schedule=39 strength_of_schedule=98 average_win_probability=30 fpi=22 strength_of_record=38,special_teams=30.063 defense=86.719 offense=69.022 overall=80.987,32,39,98,30,22,38,30.063,86.719,69.022,80.987
Wake Forest,2025,154,Wake Forest,ACC,0.08239318783756273,0.19349570383464512,0.11718841982331296,0.08574770192149411,0.21367633891221968,0.13145134743498701,0.23514011198387147,0.4737583915212093,0.38267609563749055,0.308204107144503,0.4319074210403745,0.36955480802576035,1.7017470404987451,1.0565503044338915,0.9280807497484835,2.729103118440497,1.873178358805701,1.143410582803869,1.0960165161911881,2.9328570778758656,0.952730226153835,0.9451825998388873,,-2.8,82,1391,-0.6,72,-6.437,game_control=61 remaining_strength_of_schedule=65 strength_of_schedule=120 average_win_probability=31 fpi=86 strength_of_record=100,special_teams=33.275 defense=64.464 offense=23.911 overall=40.728,61,65,120,31,86,100,33.275,64.464,23.911,40.728
UCF,2025,2116,UCF,B12,0.10045527882240708,0.29552354552888427,0.19313462360333825,0.13833309957580522,0.1700279528301084,0.15027014624894355,0.3004998853845204,0.45772566429951167,0.3976100976288942,0.2758550300115647,0.49106364721604423,0.4328457280014851,2.0617294720639077,1.346900230965633,1.0304581643179738,2.722539749245874,2.000491033429377,1.2540034504646576,1.1174946187892563,2.957319841314631,1.049143612161188,1.010934246637812,,-0.6,69,1579,8.6,43,4.788,game_control=59 remaining_strength_of_schedule=42 strength_of_schedule=106 average_win_probability=43 fpi=49 strength_of_record=58,special_teams=49.971 defense=59.768 offense=49.041 overall=55.569,59,42,106,43,49,58,49.971,59.768,49.041,55.569
Tulane,2025,2655,Tulane,AAC,0.1087221905440466,0.2297120935291017,0.1562329267783703,0.11580793709799847,0.17612492287817738,0.13404479180046067,0.31276668438607647,0.47418635933699305,0.42665844614142806,0.2897863453434684,0.4822587088896708,0.4228789901350877,1.9775143020632362,1.217247300028422,1.1270269303613623,3.0675243897794697,1.8656243977863822,1.1018266807198542,1.1483340375856361,3.094033718194923,0.9572540473886513,0.9354563349943585,,1.4,60,1572,2.1,66,3.269,game_control=35 remaining_strength_of_schedule=82 strength_of_schedule=43 average_win_probability=46 fpi=58 strength_of_record=28,special_teams=60.079 defense=65.26 offense=60.326 overall=67.56,35,82,43,46,58,28,60.079,65.26,60.326,67.56
Tulsa,2025,202,Tulsa,AAC,0.060875469311226865,0.13113930636426022,0.06487035929620434,0.13102071048326683,0.23560120932990922,0.1832293227186246,0.28566086820924314,0.4550764515448867,0.3902790586487802,0.3030264080686474,0.4963333851004812,0.4393265806725688,1.7754405846355974,1.082195453754145,1.0166896800058565,2.6543012660848966,1.949457400563138,1.215198699346585,1.0809398226953495,3.019365811150127,1.0064440183425583,0.9716731674772889,,-12.8,122,1079,-9.6,100,-14.96,game_control=118 remaining_strength_of_schedule=77 strength_of_schedule=129 average_win_probability=84 fpi=124 strength_of_record=113,special_teams=52.136 defense=49.297 offense=22.2 overall=31.222,118,77,129,84,124,113,52.136,49.297,22.2,31.222
Texas,2025,251,Texas,SEC,0.12561323229006702,0.22949609042202332,0.17100751267840253,0.04939495831583327,0.14010545959458554,0.06709117164026075,0.29206254958498085,0.4996446189819668,0.44197130916903365,0.24900458490471805,0.44855243891724983,0.3660924784906147,1.7668901634955132,1.015786968860917,1.1411193396524666,3.1093518725104197,1.7658451198970175,1.0979441419834262,0.9584790612725841,2.6186552967728454,0.9040611494697895,0.9072265179457448,,11,33,1972,20.5,13,21.649,game_control=18 remaining_strength_of_schedule=14 strength_of_schedule=29 average_win_probability=25 fpi=4 strength_of_record=50,special_teams=68.714 defense=92.575 offense=53.39 overall=83.345,18,14,29,25,4,50,68.714,92.575,53.39,83.345
West Virginia,2025,277,West Virginia,B12,0.09715617281945818,0.16476534854507413,0.11732182772641739,0.10303846760038701,0.25133256874564425,0.1619490550006365,0.27300850474645977,0.4526104443773031,0.38674097273167907,0.3338390346916621,0.4449554000455455,0.40819269085089405,1.9736505122967134,1.274634186000667,1.0285668634632914,2.8696326233340375,1.9056468885045938,1.1869500594072426,1.0616292498998283,2.852506406639565,0.9670084311673847,0.9775119132735631,,-7.2,97,1341,-4,82,-4.525,game_control=109 remaining_strength_of_schedule=29 strength_of_schedule=49 average_win_probability=115 fpi=82 strength_of_record=88,special_teams=39.745 defense=63.989 offense=19.036 overall=35.614,109,29,49,115,82,88,39.745,63.989,19.036,35.614
Vanderbilt,2025,238,Vanderbilt,SEC,0.21434372547246788,0.41747645548898815,0.3381640304137445,0.0784448925196583,0.2716873499692621,0.16530806398280953,0.3959248272348551,0.5169079704686305,0.514609756365137,0.29624265176345854,0.4938571245917557,0.4380618208485576,2.3307215456423895,1.5445369286310342,1.162893488058907,3.086583185924535,1.9634425609360668,1.2150171011136006,1.116605954871566,2.8095053379908785,1.0475349383375716,0.9286033795609863,,18.9,9,1758,21,11,16.517,game_control=15 remaining_strength_of_schedule=2 strength_of_schedule=90 average_win_probability=12 fpi=14 strength_of_record=8,special_teams=52.041 defense=67.85 offense=95.39 overall=91.609,15,2,90,12,14,8,52.041,67.85,95.39,91.609
Washington State,2025,265,Washington State,PAC,0.05829523559779739,0.26718915651708275,0.1569127825094527,0.15122122992289116,0.3151977459352012,0.23959643518964696,0.27678243749931625,0.4919920261922293,0.4253632675135068,0.3194656347617843,0.525091109274543,0.4846414704567704,1.7345673109246524,1.0929240434057732,0.903275114568242,2.703319030097498,1.978518027826759,1.2183883756527074,1.1371574131166902,3.0840972030058422,0.9032995981504881,0.961305373482097,,-1.4,73,1355,-8.9,98,-10.081,game_control=89 remaining_strength_of_schedule=55 strength_of_schedule=96 average_win_probability=87 fpi=104 strength_of_record=71,special_teams=51.985 defense=50.661 offense=30.287 overall=37.551,89,55,96,87,104,71,51.985,50.661,30.287,37.551
Syracuse,2025,183,Syracuse,ACC,0.08190058966210297,0.2187909428635834,0.1427895305536842,0.1535472992273611,0.305510023422669,0.23443452773874665,0.29263896377446186,0.4684902363587943,0.4108177953730905,0.3108068054897912,0.526674454836975,0.4668652646607051,1.7843927472930714,1.1002308603264435,1.001587454107759,2.722491782668004,2.254123633921932,1.4644253834305585,1.180293220661631,2.9360484372160083,0.9037023562381883,1.0068407852474361,,0.6,64,1426,0.1,70,-1.535,game_control=81 remaining_strength_of_schedule=28 strength_of_schedule=35 average_win_probability=97 fpi=73 strength_of_record=53,special_teams=60.548 defense=55.576 offense=44.104 overall=51.819,81,28,35,97,73,53,60.548,55.576,44.104,51.819
Troy,2025,2653,Troy,SBC,0.09616253250800522,0.15032677316228377,0.1067372991269212,0.0796149428765212,0.23854764732652992,0.142221284333944,0.27612679444499777,0.44643104155672647,0.36679787187493046,0.27256843263019276,0.4747699386928336,0.40754477397194777,1.8182548141247707,1.098768421295298,1.0606627566721716,2.907930276937918,1.7877754925878204,1.0970079525366474,1.0086927566524877,2.997139428066461,0.9643522949383102,0.927222416062603,West,-11.2,113,1438,-7.5,91,-7.512,game_control=122 remaining_strength_of_schedule=94 strength_of_schedule=93 average_win_probability=118 fpi=91 strength_of_record=81,special_teams=53.578 defense=55.299 offense=24.866 overall=36.85,122,94,93,118,91,81,53.578,55.299,24.866,36.85
Utah State,2025,328,Utah State,MWC,0.1235175260771967,0.2640055695202951,0.19791200878397303,0.1744780017009579,0.24090114303941007,0.20418693421707892,0.2828119632800557,0.48271755051287474,0.4124671993346866,0.2873982453388602,0.5270365593916614,0.4642087446802969,2.1634229028527727,1.4230864026975734,1.0868459373564607,2.7911223780855434,1.9666335896942255,1.2200414129367247,1.1027094975995828,3.0472379949633757,1.0704214418024878,0.9616292756996998,,0.7,63,1425,-4.3,84,-2.777,game_control=52 remaining_strength_of_schedule=86 strength_of_schedule=17 average_win_probability=70 fpi=77 strength_of_record=64,special_teams=46.258 defense=40.66 offense=66.095 overall=53.06,52,86,17,70,77,64,46.258,40.66,66.095,53.06
Texas State,2025,326,Texas State,SBC,0.18792395424571223,0.2782013308865026,0.24139272327910544,0.1762993681688321,0.2674035324471372,0.23321634191438326,0.32276158399094984,0.5127388281408389,0.4712403783345289,0.3344613378598994,0.46994380181260437,0.43197635054713046,2.178569500793139,1.4042894797540773,1.1321283892287202,2.9953281063504065,2.3433347344222435,1.5527491667325388,1.1934476643517278,2.915278126255792,1.032218209361972,1.0819421429490494,West,-1.5,75,1590,0.2,68,-0.419,game_control=58 remaining_strength_of_schedule=105 strength_of_schedule=87 average_win_probability=56 fpi=69 strength_of_record=51,special_teams=42.295 defense=40.02 offense=79.067 overall=62.346,58,105,87,56,69,51,42.295,40.02,79.067,62.346
Western Kentucky,2025,98,Western Kentucky,CUSA,0.088487402804447,0.2156292895933131,0.14271246980285468,0.14313591298792805,0.24001613572778513,0.19762510226599217,0.29844856554863863,0.4839443907809848,0.41447687260679966,0.2683495023990956,0.47610049435344315,0.4142379445506464,1.898799549816985,1.1742991585706386,1.0703404078715453,2.9588946024513403,2.345272800741704,1.5644815301132646,1.138815172108538,3.044392745595294,0.9448121500589275,1.0306855060887836,,-4,87,1414,-2,78,-8.258,game_control=115 remaining_strength_of_schedule=75 strength_of_schedule=130 average_win_probability=72 fpi=96 strength_of_record=68,special_teams=52.336 defense=37.111 offense=47.166 overall=40.99,115,75,130,72,96,68,52.336,37.111,47.166,40.99
UTEP,2025,2638,UTEP,CUSA,0.06985375904388544,0.0885918328596938,0.05363373903294623,0.046991049799733765,0.1922843616581109,0.08890115288702342,0.26837541232024187,0.4108182471532108,0.34715139570221576,0.2834825081425683,0.46745912639274795,0.4055049491309403,1.6448827169163822,0.9983648377066963,0.9374758165828521,2.6254359434316,1.9434604911812934,1.2131870243849334,1.090486571330073,2.6207375545843026,0.9770143603403796,0.9649669827960213,,-11,111,1205,-14.5,122,-11.895,game_control=129 remaining_strength_of_schedule=133 strength_of_schedule=48 average_win_probability=123 fpi=115 strength_of_record=124,special_teams=30.918 defense=63.263 offense=14.358 overall=29.372,129,133,48,123,115,124,30.918,63.263,14.358,29.372
Northwestern,2025,77,Northwestern,B1G,0.12065951436136081,0.15276907784042668,0.11529280472077792,0.1607017447757282,0.20039402629658631,0.18284816500157436,0.2921338839152765,0.48351881058164176,0.4283722428166028,0.3278512965394485,0.476577538199443,0.43037839616024043,1.9272426881435503,1.2003442864249512,1.064792804582117,2.860712187534388,2.214993329340125,1.4672205411362385,1.081881533129729,2.9724200354126364,0.9622642103876421,1.0174309202654017,,-10.4,103,1411,-3.8,80,-3.305,game_control=72 remaining_strength_of_schedule=20 strength_of_schedule=32 average_win_probability=89 fpi=78 strength_of_record=75,special_teams=49.512 defense=52.432 offense=24.185 overall=34.075,72,20,32,89,78,75,49.512,52.432,24.185,34.075
Florida International,2025,2229,Florida International,CUSA,0.1021797678985646,0.17589217827423875,0.10984638376337268,0.12484278090844764,0.24762972806875216,0.18695134232323424,0.25940990905954997,0.4792683184945877,0.39415170432375063,0.3138688846933228,0.46753913153220594,0.42569694754402004,2.050591993289774,1.3388536775754594,1.029972428941989,2.703512741597335,2.0664042299736054,1.3128875026171187,1.1235964656866253,3.1406696669861014,1.0286208742928922,1.0032473400051962,,-14.7,131,1320,-14.3,121,-12.51,game_control=90 remaining_strength_of_schedule=125 strength_of_schedule=53 average_win_probability=88 fpi=117 strength_of_record=98,special_teams=14.473 defense=50.08 offense=33.541 overall=32.679,90,125,53,88,117,98,14.473,50.08,33.541,32.679
Missouri,2025,142,Missouri,SEC,0.18350259534112517,0.2806796462195027,0.24436717526098706,0.08561399984277829,0.1997001197467967,0.13438289515739227,0.3577889671863692,0.5014956063915224,0.4781714998989051,0.2704846796991641,0.43145360516496795,0.35148536422508825,2.3529833330599024,1.5466013715649003,1.2029879798591092,3.1828712837702287,1.9168017769590247,1.2520763571940687,0.9294338500823988,2.69753260568601,1.0125110402256323,0.9813655931328292,,12.5,25,1781,23.2,6,15.688,game_control=27 remaining_strength_of_schedule=7 strength_of_schedule=105 average_win_probability=8 fpi=17 strength_of_record=14,special_teams=44.9 defense=68.031 offense=75.462 overall=76.195,27,7,105,8,17,14,44.9,68.031,75.462,76.195
Minnesota,2025,135,Minnesota,B1G,0.04913563817024531,0.3018673722579074,0.1654190099020253,0.09145310990796757,0.2601187869427231,0.17329311088492283,0.34091590421039264,0.45415875149264895,0.41471873282218724,0.30766820663969424,0.4788893430373983,0.42375493067383635,1.7163631113622364,1.0611798647215407,0.9340657096076899,2.8306213553223976,1.9106267461971203,1.1885174990450755,1.082562021896179,2.8833654409662692,0.931477041318263,0.9823506511435443,,-0.2,68,1594,8.5,44,2.656,game_control=71 remaining_strength_of_schedule=24 strength_of_schedule=117 average_win_probability=50 fpi=59 strength_of_record=57,special_teams=47.398 defense=64.908 offense=50.365 overall=58.379,71,24,117,50,59,57,47.398,64.908,50.365,58.379
Illinois,2025,356,Illinois,B1G,0.07587186155189439,0.3564150678045671,0.20201186943858154,0.09647344001682442,0.30964317376732015,0.19824655119977935,0.32099858315967883,0.4988130898086177,0.46635443343025607,0.30972680214647313,0.5047659322391673,0.44838057403771925,1.7744377741371802,1.0515230235095614,1.0825710922687342,3.0192671377295257,1.8059517510848382,1.093457090652203,1.057157190386575,3.1055868177425943,0.9082210941853847,0.8934442536206437,,17.2,14,1571,15.1,25,9.743,game_control=17 remaining_strength_of_schedule=50 strength_of_schedule=9 average_win_probability=40 fpi=30 strength_of_record=11,special_teams=60.212 defense=67.577 offense=78.112 overall=79.399,17,50,9,40,30,11,60.212,67.577,78.112,79.399
